City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,saint-francois,46.4154,3.9054,33.69,52,0,2.06,FR,1722361239
279,saldanha,-33.0117,17.9442,10.03,67,0,10.6,ZA,1722361240
280,longgang,37.6508,120.3286,26.56,84,0,6.97,CN,1722361242
281,laguna,38.421,-121.4238,27.27,62,0,3.09,US,1722361243
282,timbuktu,16.7735,-3.0074,36.85,31,33,2.9,ML,1722361244
283,arraial do cabo,-22.9661,-42.0278,20.92,83,100,5.14,BR,1722361245
284,yekaterinoslavka,50.3734,129.1139,19.17,84,81,3.52,RU,1722361246
285,hovd,48.0056,91.6419,21.19,53,96,0.42,MN,1722361247
286,yuzhno-kurilsk,44.0306,145.8556,14.23,96,91,7.51,RU,1722361248
287,dosso,13.049,3.1937,33.6,43,68,4.76,NE,1722361104
288,vilyuchinsk,52.9306,158.4028,11.15,98,100,0.75,RU,1722361250
289,iskateley,67.6803,53.1512,14.78,90,99,3.91,RU,1722361252
290,revda,56.801,59.9303,12.97,96,94,1.57,RU,1722361253
291,sitka,57.0531,-135.33,13.94,88,100,4.63,US,1722361254
292,kill devil hills,36.0307,-75.676,29.01,73,40,4.12,US,1722361255
293,chernyshevsk,52.5243,117.0174,17.09,96,91,2.16,RU,1722361256
294,madang,-5.2246,145.7966,25.48,91,54,1.64,PG,1722361259
295,pernio,60.2,23.1333,20.83,67,13,4.82,FI,1722361260
296,bluewater,34.1745,-114.2713,39.77,22,0,4.63,US,1722361261
297,mount gambier,-37.8333,140.7667,3.56,88,59,2.47,AU,1722361262
298,alice springs,-23.7,133.8833,0.75,60,0,2.57,AU,1722361263
299,totness,5.8833,-56.3167,31.53,53,35,3.87,SR,1722361265
300,namibe,-15.1961,12.1522,17.3,88,32,5.07,AO,1722361266
301,muroto-misakicho,33.2833,134.15,28.23,76,0,3.07,JP,1722361267
302,vadso,70.0744,29.7487,15.09,55,0,5.66,NO,1722361268
303,hawkinsville,32.2838,-83.4721,31.36,42,75,3.1,US,1722361269
304,al mindak,20.1588,41.2834,25.78,51,55,0.86,SA,1722361270
305,barra,-11.0894,-43.1417,31.89,31,0,2.91,BR,1722361271
306,ta`u,-14.2336,-169.5144,25.31,59,6,11.79,AS,1722361272
307,as sulayyil,20.4607,45.5779,39.14,11,47,4.21,SA,1722361274
308,fukuecho,32.6881,128.8419,28.15,83,1,4.86,JP,1722361275
309,nouadhibou,20.931,-17.0347,23.99,73,24,9.26,MR,1722361276
310,ancud,-41.8697,-73.8203,9.41,69,100,4.94,CL,1722361277
311,villa gesell,-37.2639,-56.973,11.18,52,100,8.23,AR,1722361278
312,ar rutbah,33.0381,40.2848,33.57,18,0,3.98,IQ,1722361279
313,lively,46.4334,-81.1498,24.51,97,100,0.17,CA,1722361280
314,pamandzi,-12.7967,45.2794,25.88,65,0,6.69,YT,1722361281
315,sakakah,29.9697,40.2064,35.76,15,32,4.16,SA,1722361282
316,hakui,36.8833,136.7833,26.56,97,86,2.76,JP,1722361284
317,strezhevoy,60.7333,77.5889,14.77,90,89,2.57,RU,1722361285
318,mili,6.0815,171.735,27.74,79,100,4.38,MH,1722361286
319,yigo village,13.5361,144.8886,27.16,89,0,2.06,GU,1722361287
320,kuanda,56.3161,116.0806,18.79,65,60,1.42,RU,1722361288
321,qamdo,31.1667,97.2333,5.78,67,24,1.81,CN,1722361289
322,labytnangi,66.6572,66.4183,16.82,93,100,2.96,RU,1722361291
323,bratsk,56.1325,101.6142,18.27,72,64,0.58,RU,1722361292
324,priozersk,61.0393,30.1291,15.66,83,99,1.73,RU,1722361294
325,san antonio de pale,-1.4014,5.6325,22.49,78,49,5.94,GQ,1722361295
326,razole,16.4833,81.8333,28.08,83,76,1.79,IN,1722361296
327,jayapura,-2.5333,140.7,23.66,93,48,1.84,ID,1722361297
328,ciudad lazaro cardenas,17.9583,-102.2,26.64,88,100,4.17,MX,1722361298
329,taoudenni,22.6783,-3.9836,46.43,9,25,2.68,ML,1722361299
330,karasburg,-28.0167,18.75,10.48,33,0,4.08,NA,1722361300
331,wurtulla,-26.7568,153.1256,10.03,100,0,0.45,AU,1722361301
332,arsen'yev,44.1631,133.2733,17.12,98,59,0.74,RU,1722361303
333,geraldton,-28.7667,114.6,14.23,94,0,4.12,AU,1722361306
334,umluj,25.0213,37.2685,32.23,58,67,3.3,SA,1722361307
335,mil'kovo,55.6078,37.7956,19.08,65,89,3.51,RU,1722361308
336,ranchi,23.35,85.3333,25.06,94,75,1.03,IN,1722361309
337,shingu,33.7333,135.9833,25.71,86,39,2.49,JP,1722361310
338,pisco,-13.7,-76.2167,18.9,72,75,2.06,PE,1722361206
339,al bawiti,28.3492,28.8659,32.6,19,1,3.76,EG,1722361313
340,bengkulu,-3.8004,102.2655,24.49,93,94,3.23,ID,1722361314
341,lobujya,27.95,86.8167,2.56,81,42,0.76,NP,1722361315
342,guarapari,-20.6667,-40.4975,25.5,70,50,5.73,BR,1722361057
343,rabo de peixe,37.8,-25.5833,24.73,73,20,3.6,PT,1722361317
344,klaksvik,62.2266,-6.589,12.51,82,37,6.96,FO,1722361318
345,hawaiian paradise park,19.5933,-154.9731,22.72,98,100,2.57,US,1722361319
346,gizo,-8.103,156.8419,26.78,78,24,2.22,SB,1722361320
347,al lagowa,11.4,29.1333,24.94,82,100,3.31,SD,1722361321
348,magadan,59.5667,150.8,9.15,84,99,1.48,RU,1722361323
349,wicklow,53.0,-6.4167,17.59,75,99,0.57,IE,1722361324
350,korla,41.7597,86.1469,34.35,21,1,3.21,CN,1722361325
351,sola,-13.8833,167.55,26.01,71,59,7.35,VU,1722361326
352,aleksandrovsk-sakhalinskiy,50.8975,142.1561,12.74,92,2,1.28,RU,1722361327
353,nova vicosa,-17.8919,-39.3719,26.45,65,0,4.22,BR,1722361329
354,veraval,20.9,70.3667,27.78,88,65,6.48,IN,1722361330
355,farah,32.5,62.5,33.3,16,17,2.05,AF,1722361332
356,kenai,60.5544,-151.2583,11.75,91,100,1.54,US,1722361333
357,kilinochchi,9.3961,80.3982,26.95,76,97,2.96,LK,1722361334
358,plettenberg bay,-34.0527,23.3716,8.11,75,14,2.12,ZA,1722361335
359,dihok,36.8695,42.994,32.62,18,0,1.16,IQ,1722361336
360,omutinskiy,56.4745,67.6709,14.61,92,73,2.9,RU,1722361337
361,lata,40.1629,-8.3327,28.6,51,0,2.81,PT,1722361339
362,maralal,1.0968,36.698,14.99,88,100,2.44,KE,1722361340
363,zabaykal'sk,49.6333,117.3167,21.7,66,71,1.49,RU,1722361341
364,jinchang,38.4953,102.1739,26.02,28,4,4.06,CN,1722361342
365,cabo san lucas,22.8909,-109.9124,36.61,38,0,3.09,MX,1722361212
366,jean-rabel,19.8533,-73.1917,31.43,63,100,3.34,HT,1722361344
367,termas de rio hondo,-27.4998,-64.8604,20.3,32,27,4.81,AR,1722361345
368,susuman,62.7833,148.1667,9.4,86,100,6.14,RU,1722361346
369,necochea,-38.5473,-58.7368,13.38,32,100,9.24,AR,1722361262
370,lagunas,-5.2269,-75.6753,35.66,33,17,1.54,PE,1722361349
371,arauca,7.0847,-70.7591,27.0,78,40,3.6,CO,1722361351
372,khorugh,37.4897,71.553,18.22,43,37,2.29,TJ,1722361352
373,nicoya,10.1483,-85.452,31.43,64,66,3.73,CR,1722361354
374,sabang,5.8933,95.3214,29.13,72,100,8.09,ID,1722361355
375,hotan,37.0997,79.9269,33.77,13,100,2.33,CN,1722361356
376,touros,-5.1989,-35.4608,27.56,69,4,7.88,BR,1722361357
377,kerikeri,-35.2268,173.9474,10.03,95,55,1.3,NZ,1722361358
378,tarko-sale,64.9225,77.785,17.3,91,90,3.62,RU,1722361359
379,ad-damazin,11.7891,34.3592,24.21,85,90,3.2,SD,1722361360
380,arkalyk,50.2486,66.9114,22.23,53,24,1.29,KZ,1722361362
381,tash-kumyr,41.3461,72.2171,28.36,22,64,1.61,KG,1722361363
382,saanen,46.4896,7.2596,26.31,69,54,1.32,CH,1722361364
383,mogocha,53.7333,119.7667,15.79,98,93,1.66,RU,1722361365
384,prado,-17.3411,-39.2208,25.8,67,4,4.77,BR,1722361271
385,torre del mar,36.7414,-4.0946,32.4,53,0,3.09,ES,1722361367
386,cole harbour,44.6724,-63.4751,19.34,96,100,1.54,CA,1722361139
387,akureyri,65.6835,-18.0878,9.96,87,100,5.66,IS,1722361369
388,lyskovo,56.0328,45.0422,17.76,66,100,2.3,RU,1722361370
389,recani,31.2846,-4.2688,40.65,9,15,4.53,MA,1722361372
390,bandarbeyla,9.4942,50.8122,25.23,81,58,13.97,SO,1722361373
391,tabuk,17.4189,121.4443,23.69,91,93,0.85,PH,1722361374
392,alta,69.9689,23.2717,13.59,85,75,5.14,NO,1722361461
393,markaz-e hukumat-e darweshan,31.1323,64.1934,34.57,31,88,6.77,AF,1722361461
394,ji'an,27.1172,114.9793,27.5,77,95,3.55,CN,1722361462
395,cudahy,33.9606,-118.1853,29.15,63,0,3.09,US,1722361462
396,la passe,45.5549,-0.8967,32.13,68,61,5.16,FR,1722361462
397,dumai,1.6833,101.45,24.78,96,71,0.92,ID,1722361463
398,tazacorte,28.629,-17.9293,24.54,87,40,4.63,ES,1722361463
399,point pedro,9.8167,80.2333,28.0,81,100,3.85,LK,1722361463
400,san andres,12.5847,-81.7006,32.01,70,20,6.17,CO,1722361463
401,matamata,-37.8106,175.7624,11.64,93,52,0.49,NZ,1722361464
402,fuglafjordur,62.244,-6.814,12.26,80,31,6.43,FO,1722361464
403,murun-kuren,49.6342,100.1625,15.71,89,95,1.48,MN,1722361465
404,beira,-19.8436,34.8389,22.05,100,0,2.68,MZ,1722361465
405,tonj,7.2737,28.6822,22.24,95,100,2.81,SS,1722361469
406,hobyo,5.3505,48.5268,24.66,83,53,13.39,SO,1722361469
407,ingeniero jacobacci,-41.3427,-69.5448,6.5,37,100,1.39,AR,1722361469
408,jaguarao,-32.5661,-53.3758,14.08,51,44,4.59,BR,1722361426
409,stornoway,58.2093,-6.3865,12.8,88,75,6.17,GB,1722361470
410,fort mcmurray,56.7268,-111.381,22.73,53,0,2.06,CA,1722361470
411,piti village,13.4626,144.6933,28.03,88,0,2.06,GU,1722361471
412,kolonia,50.9333,6.95,30.36,40,0,2.06,DE,1722361462
413,callao,-12.0667,-77.15,21.34,86,53,4.25,PE,1722361329
414,fiambala,-27.6871,-67.6149,22.43,14,39,5.3,AR,1722361472
415,rio verde de mato grosso,-18.9181,-54.8442,33.2,18,6,0.92,BR,1722361472
416,labrador city,52.9463,-66.9114,27.95,51,75,1.03,CA,1722361472
417,zeya,53.75,127.2667,17.94,94,100,1.81,RU,1722361472
418,campo formoso,-10.5075,-40.3214,27.45,44,64,4.11,BR,1722361472
419,viru,-8.4167,-78.75,27.86,50,0,4.06,PE,1722361473
420,kamaishi,39.2667,141.8833,21.28,93,17,1.5,JP,1722361473
421,raduzhny,62.0961,77.475,18.15,63,79,2.7,RU,1722361473
422,kariba,-16.5167,28.8,21.79,29,4,2.25,ZW,1722361473
423,les cayes,18.2,-73.75,30.24,68,100,5.67,HT,1722361474
424,coyhaique,-45.5752,-72.0662,5.34,99,100,2.04,CL,1722361474
425,northam,51.0333,-4.2167,20.37,74,73,2.96,GB,1722361474
426,buraydah,26.326,43.975,38.25,12,79,4.65,SA,1722361474
427,kapuskasing,49.4169,-82.4331,26.05,78,75,2.06,CA,1722361475
428,severo-yeniseyskiy,60.3725,93.0408,14.94,96,93,0.92,RU,1722361475
429,koryazhma,61.3143,47.1691,17.79,72,100,0.55,RU,1722361475
430,laurens,32.4502,-82.9165,32.94,72,78,3.11,US,1722361475
431,hami,42.8,93.45,33.3,17,0,6.32,CN,1722361476
432,smithers,54.7804,-127.1743,16.18,72,100,1.03,CA,1722361476
433,chu,43.5983,73.7614,27.02,31,61,4.86,KZ,1722361476
434,newport,51.5877,-2.9984,27.06,65,70,2.64,GB,1722361334
435,wolmirstedt,52.25,11.6333,26.72,41,45,2.39,DE,1722361476
436,minas de marcona,-15.2119,-75.1103,18.56,47,0,4.34,PE,1722361477
437,happy valley-goose bay,53.3168,-60.3315,22.17,60,75,6.17,CA,1722361477
438,kirakira,-10.4544,161.9205,25.36,87,57,3.85,SB,1722361477
439,aracati,-4.5617,-37.7697,31.85,40,2,6.35,BR,1722361478
440,bel ombre,-4.6167,55.4167,25.91,78,20,6.69,SC,1722361478
441,cruzeiro do sul,-29.5128,-51.9853,18.07,72,63,1.61,BR,1722361478
442,amahai,-3.3333,128.9167,24.97,90,34,1.96,ID,1722361478
443,mejit,10.2753,170.8646,27.72,82,88,6.39,MH,1722361479
444,filipstad,59.7124,14.1683,19.71,56,36,3.44,SE,1722361479
445,siran,40.1894,39.1267,16.69,82,4,2.37,TR,1722361479
446,puerto carreno,6.189,-67.4859,29.99,66,20,2.06,CO,1722361479
447,malabar,-33.9667,151.25,10.84,70,100,8.75,AU,1722361480
448,fale old settlement,-9.3852,-171.2468,27.49,75,100,10.68,TK,1722361480
449,gafanha da nazare,40.6362,-8.7134,26.05,75,41,2.67,PT,1722361480
450,boleslawiec,51.2642,15.5697,22.57,49,15,2.64,PL,1722361480
451,carnarvon,-24.8667,113.6333,18.56,84,0,5.0,AU,1722361481
452,sandakan,5.8402,118.1179,26.82,94,20,0.0,MY,1722361481
453,harstad,68.799,16.5293,18.23,79,100,4.02,NO,1722361481
454,kashgar,39.4547,75.9797,34.56,22,75,3.0,CN,1722361482
455,orillia,44.6087,-79.4207,29.28,79,96,4.12,CA,1722361400
456,garoowe,8.4054,48.4845,31.89,35,82,9.25,SO,1722361482
457,port blair,11.6667,92.75,27.02,89,75,1.03,IN,1722361482
458,shache,38.4167,77.2406,35.0,14,100,3.35,CN,1722361482
459,taroa,8.7058,171.2275,28.23,78,100,5.04,MH,1722361483
460,weno,7.4515,151.8468,28.97,74,75,2.57,FM,1722361483
461,mananjary,-21.2167,48.3333,17.76,98,0,1.19,MG,1722361483
462,ndele,8.4109,20.6473,22.75,97,100,1.59,CF,1722361483
463,kristinestad,62.2743,21.376,16.72,77,72,5.07,FI,1722361483
464,aral,40.5156,81.2636,35.8,15,3,4.6,CN,1722361484
465,hatillo,18.4863,-66.8254,32.31,72,84,5.36,PR,1722361485
466,wynyard,-41.0,145.7167,6.34,88,59,2.2,AU,1722361485
467,nuku'alofa,-21.1333,-175.2,21.19,68,20,6.17,TO,1722361485
468,heroica guaymas,27.9333,-110.9,34.65,52,40,0.0,MX,1722361273
469,yazd,31.8972,54.3675,37.06,18,4,4.12,IR,1722361486
470,roma,43.2128,-75.4557,31.73,61,75,3.09,US,1722361486
471,shubarshi,48.5872,57.1869,27.59,22,1,4.48,KZ,1722361486
472,kiunga,-6.1219,141.2906,22.18,98,97,1.19,PG,1722361487
473,urengoy,65.9667,78.3667,16.92,95,100,4.47,RU,1722361487
474,moyale,3.5167,39.0584,24.34,48,100,3.58,KE,1722361487
475,sao gabriel da cachoeira,-0.1303,-67.0892,28.89,74,75,1.03,BR,1722361488
476,al ghayzah,16.2079,52.176,24.9,92,100,8.23,YE,1722361488
477,luorong,24.4058,109.6086,24.98,93,100,0.41,CN,1722361488
478,tommot,58.9564,126.2925,9.66,92,72,1.22,RU,1722361489
479,newberg,45.3001,-122.9732,23.15,68,75,5.36,US,1722361489
480,miyako,39.6367,141.9525,20.48,97,14,0.75,JP,1722361489
481,kantang,7.4054,99.5156,25.32,88,100,1.0,TH,1722361489
482,kristiansund,63.1115,7.732,15.03,93,75,5.66,NO,1722361490
483,esquel,-42.9,-71.3167,6.53,67,100,0.59,AR,1722361490
484,guerrero negro,27.9769,-114.0611,23.19,65,9,7.88,MX,1722361491
485,yingchuan,34.1628,113.4639,25.23,98,100,1.42,CN,1722361491
486,mantua,45.1667,10.7833,32.58,64,19,3.77,IT,1722361491
487,idrinskoye,54.3708,92.1358,17.24,87,38,1.22,RU,1722361492
488,quechultenango,17.4167,-99.2167,25.53,78,100,1.4,MX,1722361492
489,tselinnoye,53.0833,85.6667,18.67,90,94,2.43,RU,1722361492
490,remire-montjoly,4.9167,-52.2667,33.02,62,75,6.69,GF,1722361493
491,buloh kasap,2.5536,102.764,24.38,93,22,0.75,MY,1722361493
492,peterborough,52.5736,-0.2478,26.27,50,20,6.69,GB,1722361256
493,saint-pierre,-21.3393,55.4781,19.2,59,0,3.09,RE,1722361493
494,sos'va,59.1766,61.8558,13.71,93,33,1.84,RU,1722361493
495,dhanwar,24.4167,85.9833,29.42,74,99,2.69,IN,1722361494
496,kharp,66.8014,65.8081,16.19,95,100,0.73,RU,1722361494
497,waddan,29.1614,16.139,32.69,24,0,6.41,LY,1722361494
498,holualoa,19.6228,-155.9522,23.91,78,40,3.6,US,1722361495
499,rio grande city,26.3798,-98.8203,34.37,42,5,9.13,US,1722361495
500,aasiaat,68.7098,-52.8699,3.68,86,100,2.47,GL,1722361495
501,dole,47.0833,5.5,34.79,41,0,1.03,FR,1722361495
502,barcelos,41.5388,-8.6151,31.06,60,8,1.64,PT,1722361244
503,lubang,13.8584,120.124,28.31,77,100,1.12,PH,1722361496
504,ron phibun,8.1791,99.8542,25.09,87,100,1.82,TH,1722361496
505,palapag,12.5458,125.1147,24.74,95,42,1.42,PH,1722361496
506,skovorodino,53.9833,123.9167,18.01,98,100,0.23,RU,1722361497
507,beloretsk,53.9631,58.3981,13.84,97,100,1.63,RU,1722361497
508,shihezi,44.3,86.0333,29.92,34,37,10.08,CN,1722361497
509,vilhena,-12.7406,-60.1458,31.12,40,0,4.63,BR,1722361497
510,ceelbuur,4.685,46.6176,25.76,65,85,11.92,SO,1722361498
511,along,28.1667,94.7667,22.16,99,30,0.26,IN,1722361498
512,tanout,14.9709,8.8879,35.73,26,3,5.13,NE,1722361498
513,hun,29.1268,15.9477,32.84,22,0,5.8,LY,1722361499
514,atherton,53.5237,-2.4935,21.36,66,100,1.79,GB,1722361499
515,levuka,50.1834,-105.4011,27.9,32,75,7.72,CA,1722361499
516,balkanabat,39.5108,54.3671,29.5,52,2,4.93,TM,1722361499
517,auki,-8.7676,160.7034,23.99,89,49,1.48,SB,1722361500
518,shenjiamen,29.9576,122.298,26.95,92,37,8.78,CN,1722361500
519,castillos,-34.1667,-53.8333,11.88,52,62,3.12,UY,1722361500
520,pemangkat,1.1667,108.9667,24.26,83,80,3.08,ID,1722361500
521,bela vista,-22.1089,-56.5211,31.41,32,54,1.79,BR,1722361501
522,gebeit,21.0667,36.3167,32.08,35,80,7.95,SD,1722361501
523,port saint john's,-31.6229,29.5448,16.4,51,3,6.21,ZA,1722361501
524,sandnessjoen,66.0217,12.6316,20.29,68,0,3.6,NO,1722361501
525,tamanrasset,22.785,5.5228,35.95,16,40,1.54,DZ,1722361489
526,marquette,46.5333,-87.6335,27.31,76,4,3.13,US,1722361502
527,ormara,25.2088,64.6357,27.72,91,44,5.56,PK,1722361502
528,chateauroux,46.8167,1.7,32.0,58,100,4.63,FR,1722361474
529,morden,49.1919,-98.1014,28.91,57,11,3.6,CA,1722361435
530,puerto san jose,13.9256,-90.8244,29.6,67,91,1.32,GT,1722361503
531,saint-joseph,-21.3667,55.6167,18.59,69,1,2.05,RE,1722361503
532,mahalapye,-23.1041,26.8142,18.64,16,2,2.96,BW,1722361503
533,talara,-4.5772,-81.2719,23.42,68,0,8.59,PE,1722361503
534,atar,20.5169,-13.0499,43.48,8,43,5.17,MR,1722361504
535,palikir - national government center,6.9248,158.1611,23.41,94,20,1.54,FM,1722361504
536,ellsworth,44.5434,-68.4195,24.05,87,100,5.14,US,1722361504
537,ariquemes,-9.9133,-63.0408,37.68,20,12,1.45,BR,1722361504
538,fort bragg,35.139,-79.006,31.57,67,75,3.6,US,1722361504
539,singaparna,-7.3515,108.111,21.36,94,89,0.97,ID,1722361505
540,la ronge,55.1001,-105.2842,20.14,77,100,4.63,CA,1722361505
541,grossbeeren,52.3667,13.3333,27.22,43,0,1.54,DE,1722361505
542,smirnykh,49.75,142.8333,13.43,96,85,0.29,RU,1722361506
543,wenchang,30.904,118.4887,28.06,79,29,2.42,CN,1722361506
544,yuxia,34.0615,108.6291,24.34,69,0,2.59,CN,1722361506
545,santa elena de uairen,4.6167,-61.1333,25.05,61,78,4.91,VE,1722361506
546,khandyga,62.6667,135.6,10.11,96,100,1.8,RU,1722361506
547,masjed soleyman,31.9364,49.3039,40.46,12,0,2.75,IR,1722361507
548,carutapera,-1.195,-46.02,30.59,56,37,5.36,BR,1722361507
549,laojunmiao,39.8333,97.7333,25.11,21,36,5.25,CN,1722361507
550,olyokminsk,60.3736,120.4264,9.03,77,4,1.7,RU,1722361507
551,katsuura,35.1333,140.3,25.86,92,72,1.69,JP,1722361508
552,neiafu,-18.65,-173.9833,24.38,83,75,6.69,TO,1722361508
553,le port,-20.9373,55.2919,19.38,95,10,1.23,RE,1722361509
554,neryungri,56.6709,124.6491,11.41,98,100,2.73,RU,1722361509
